Method,Image,PSNR,SSIM,UIQM,Brightness,Contrast,Sharpness
HE,vid_000021_frame0000007.jpg,10.380782600434797,0.5514112507003689,277.10300965004365,130.10658179012347,73.0210334987341,5865.528525288578
HE,vid_000021_frame0000015.jpg,10.532666409679832,0.5790797080626143,275.91050389602924,130.17481481481482,72.98928402002468,5574.281339094413
HE,vid_000021_frame0000022.jpg,10.71602804482928,0.565345817927742,277.583301276219,129.90641975308642,73.08936760102412,5494.693340011943
HE,vid_000021_frame0000023.jpg,10.776734387946586,0.5773710519891312,276.94315268754815,129.93369598765432,73.06662998284204,5557.789205722677
HE,vid_000021_frame0000024.jpg,10.790474562319565,0.5766800332751304,277.44297688252703,129.8448688271605,73.13275811371545,5552.210735851765
HE,vid_000021_frame0000025.jpg,10.841904886906523,0.6089748868073404,275.3662375240072,129.91569444444445,73.0078307822953,5306.490304781033
HE,vid_000021_frame0000026.jpg,10.827403225375424,0.6396782419540227,273.9914837478692,129.8958950617284,73.04910741590614,5000.000121052431
HE,vid_000021_frame0000027.jpg,10.83240377690335,0.6215204500366288,274.92110768195374,129.86128086419754,73.09329697418853,5134.506386057528
HE,vid_000021_frame0000028.jpg,10.824809672382612,0.5911498665920174,276.03504168337344,129.90412808641975,72.99872862664836,5216.063339310354
HE,vid_000021_frame0000029.jpg,10.865578308977922,0.6120916689237185,275.43803092539696,129.73668209876544,73.1300123328743,5040.808257810358
HE,vid_000021_frame0000030.jpg,10.850339010863923,0.5891942212047613,276.98860020043776,129.7699614197531,73.1917056655961,5363.422701026663
HE,vid_000021_frame0000031.jpg,10.889399436270693,0.6142108904507747,275.6607157743685,129.79145061728394,73.17342399653847,4977.548698330094
HE,vid_000021_frame0000035.jpg,10.773766113990636,0.6042230816492916,275.6200593863731,129.89333333333335,73.21689500938164,4986.213461843599
HE,vid_000022_frame0000029.jpg,12.467648754019585,0.8153520479253581,272.61111369657175,128.79973765432098,73.46897589924785,4213.474722145062
HE,vid_000023_frame0000010.jpg,13.229348821127234,0.8236853034537391,272.8446643489248,128.67489197530864,73.44199293576679,4041.026853561708
HE,vid_000023_frame0000011.jpg,13.313633252208062,0.8336067630649944,272.2568831640319,128.6299537037037,73.4281491062569,3979.5024770399314
HE,vid_000023_frame0000012.jpg,13.352687300292201,0.8278757076065942,272.8444038452873,128.62355709876545,73.42272789332786,4022.3251593620807
HE,vid_000023_frame0000013.jpg,13.34169248915697,0.8260362053649503,273.155955825512,128.37743055555555,73.57895371935506,4106.8681722174
HE,vid_000023_frame0000014.jpg,13.321471627741186,0.8220424525902622,273.18632181009565,128.40882716049381,73.48435221764338,4015.379502419065
HE,vid_000023_frame0000015.jpg,13.163212642931398,0.8265693468729959,272.1282730691766,128.64466820987656,73.41400127669604,3975.58756615774
HE,vid_000023_frame0000016.jpg,13.00992972720718,0.8214882607847791,272.2625583257987,128.60420524691358,73.36159959806972,4092.2991417921717
HE,vid_000023_frame0000017.jpg,12.768269802324825,0.8239036362507871,271.67612570775975,128.7294212962963,73.39685982748495,3915.9527338219573
HE,vid_000023_frame0000018.jpg,12.560858437789298,0.809958295082161,272.2682980492206,128.7078086419753,73.36240813031857,4088.255306262801
HE,vid_000023_frame0000019.jpg,12.363542896990245,0.8177507115644591,271.8914280530687,128.51532407407407,73.53215679601672,4184.1541955589255
HE,vid_000024_frame0000031.jpg,13.100946520999607,0.800090540801288,273.2238545740474,128.7448611111111,73.43104966825643,4109.609757770288
HE,vid_000024_frame0000032.jpg,13.007231993353972,0.7870395446826425,274.2786704306153,128.81725308641975,73.43561311324814,4288.815259760267
HE,vid_000024_frame0000033.jpg,12.92842218332893,0.8076272228846194,272.97169254885796,128.76889660493828,73.4230468295001,4098.369461409691
HE,vid_000025_frame0000009.jpg,12.002662189071264,0.8123967519253577,272.0031330463869,128.67010802469136,73.60584697102306,4156.629069352758
HE,vid_000025_frame0000010.jpg,11.974602853702015,0.7929992601206816,273.161939234774,128.58837191358026,73.56211534384856,4366.675129579558
HE,vid_000025_frame0000011.jpg,11.969845197308565,0.8023810223114346,272.1439367896618,128.86435185185186,73.44048039949288,4247.668436510249
HE,vid_000025_frame0000012.jpg,11.911202408141591,0.7868328855119664,273.2025662466532,128.6488811728395,73.53763069073037,4286.893848583903
HE,vid_000025_frame0000013.jpg,11.832602646606702,0.7936811682522068,272.4864430023633,128.63176697530864,73.52532736416363,4171.399066666131
HE,vid_000026_frame0000003.jpg,11.400505336197336,0.7750035190285126,272.32832258880256,128.63776234567902,73.37830546485887,4536.984924278883
HE,vid_000026_frame0000004.jpg,11.578242363120017,0.7580344442452184,273.45999891815785,128.66070216049383,73.314346187594,4549.682103608444
HE,vid_000026_frame0000009.jpg,13.25181230836634,0.8261612540286163,271.32846726586075,128.70988425925927,73.3149739717219,4239.1227077139065
HE,vid_000026_frame0000010.jpg,13.871883984381405,0.8196967370238418,272.1437046652324,128.67593364197532,73.30206112134618,4250.901120656091
HE,vid_000026_frame0000011.jpg,14.431372749278616,0.834494610740502,272.0578934070718,128.61993827160495,73.42973649163366,4111.732496956388
HE,vid_000026_frame0000012.jpg,14.519683239269096,0.7957911352327792,275.47305942205213,128.57989969135804,73.46425711071639,4402.082325925926
HE,vid_000026_frame0000013.jpg,14.696472659201316,0.8073286000298765,274.9265360206073,128.64810956790123,73.43260069220001,4312.353880492624
